country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Rwanda,RW,RWA,646,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,66,Total,Units,%,Estimated value,,,15 years old
Rwanda,RW,RWA,646,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,72,Total,Units,%,Estimated value,,,15 years old
Rwanda,RW,RWA,646,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,75,Total,Units,%,Estimated value,,,15 years old
Rwanda,RW,RWA,646,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,0,Total,Units,%,Estimated value,,,15 years old
Saint Kitts and Nevis,KN,KNA,659,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,98,Total,Units,%,Estimated value,,,15 years old
Saint Kitts and Nevis,KN,KNA,659,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,74,Total,Units,%,Estimated value,,,15 years old
Saint Kitts and Nevis,KN,KNA,659,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,61,Total,Units,%,Estimated value,,,15 years old
Saint Kitts and Nevis,KN,KNA,659,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,64,Total,Units,%,Estimated value,,,15 years old
Saint Lucia,LC,LCA,662,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,42,Total,Units,%,Estimated value,,,15 years old
Saint Lucia,LC,LCA,662,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,67,Total,Units,%,Estimated value,,,15 years old
Saint Lucia,LC,LCA,662,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,55,Total,Units,%,Estimated value,,,15 years old
Saint Lucia,LC,LCA,662,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,73,Total,Units,%,Estimated value,,,15 years old
Saint Lucia,LC,LCA,662,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,81,Total,Units,%,Estimated value,,,15 years old
St. Vincent and the Grenadines,VC,VCT,670,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,4,Total,Units,%,Estimated value,,,15 years old
St. Vincent and the Grenadines,VC,VCT,670,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,11,Total,Units,%,Estimated value,,,15 years old
St. Vincent and the Grenadines,VC,VCT,670,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,13,Total,Units,%,Estimated value,,,15 years old
Samoa,WS,WSM,882,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,87,Total,Units,%,Estimated value,,,15 years old
Samoa,WS,WSM,882,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,87,Total,Units,%,Estimated value,,,15 years old
San Marino,SM,SMR,674,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,22,Total,Units,%,Estimated value,,,15 years old
San Marino,SM,SMR,674,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,17,Total,Units,%,Estimated value,,,15 years old
San Marino,SM,SMR,674,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,19,Total,Units,%,Estimated value,,,15 years old
San Marino,SM,SMR,674,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,17,Total,Units,%,Estimated value,,,15 years old
San Marino,SM,SMR,674,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,13,Total,Units,%,Estimated value,,,15 years old
San Marino,SM,SMR,674,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,16,Total,Units,%,Estimated value,,,15 years old
San Marino,SM,SMR,674,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,44,Total,Units,%,Estimated value,,,15 years old
San Marino,SM,SMR,674,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,45,Total,Units,%,Estimated value,,,15 years old
San Marino,SM,SMR,674,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,47,Total,Units,%,Estimated value,,,15 years old
San Marino,SM,SMR,674,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,20,Total,Units,%,Estimated value,,,15 years old
San Marino,SM,SMR,674,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,50,Total,Units,%,Estimated value,,,15 years old
San Marino,SM,SMR,674,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,52,Total,Units,%,Estimated value,,,15 years old
Sao Tome and Principe,ST,STP,678,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,57,Total,Units,%,Estimated value,,,15 years old
Sao Tome and Principe,ST,STP,678,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,50,Total,Units,%,Estimated value,,,15 years old
Sao Tome and Principe,ST,STP,678,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,80,Total,Units,%,Estimated value,,,15 years old
Saudi Arabia,SA,SAU,682,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,39,Total,Units,%,Estimated value,,,15 years old
Senegal,SN,SEN,686,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,25,Total,Units,%,Estimated value,,,15 years old
Senegal,SN,SEN,686,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,32,Total,Units,%,Estimated value,,,15 years old
Senegal,SN,SEN,686,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,33,Total,Units,%,Estimated value,,,15 years old
Senegal,SN,SEN,686,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,25,Total,Units,%,Estimated value,,,15 years old
Senegal,SN,SEN,686,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,25,Total,Units,%,Estimated value,,,15 years old
Serbia,RS,SRB,688,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,0.2,Total,Units,%,Estimated value,,,15 years old
Serbia,RS,SRB,688,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,2,Total,Units,%,Estimated value,,,15 years old
Seychelles,SC,SYC,690,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,78,Total,Units,%,Estimated value,,,15 years old
Seychelles,SC,SYC,690,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,88,Total,Units,%,Estimated value,,,15 years old
Seychelles,SC,SYC,690,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,93,Total,Units,%,Estimated value,,,15 years old
Seychelles,SC,SYC,690,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,78,Total,Units,%,Estimated value,,,15 years old
Seychelles,SC,SYC,690,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,93,Total,Units,%,Estimated value,,,15 years old
Seychelles,SC,SYC,690,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,64,Total,Units,%,Estimated value,,,15 years old
Seychelles,SC,SYC,690,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,23,Total,Units,%,Estimated value,,,15 years old
Seychelles,SC,SYC,690,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,38,Total,Units,%,Estimated value,,,15 years old
Seychelles,SC,SYC,690,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,84,Total,Units,%,Estimated value,,,15 years old
Seychelles,SC,SYC,690,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,54,Total,Units,%,Estimated value,,,15 years old
Sierra Leone,SL,SLE,694,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,39,Total,Units,%,Estimated value,,,15 years old
Singapore,SG,SGP,702,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,0,Total,Units,%,Estimated value,,,15 years old
Singapore,SG,SGP,702,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,0,Total,Units,%,Estimated value,,,15 years old
Singapore,SG,SGP,702,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,0,Total,Units,%,Estimated value,,,15 years old
Singapore,SG,SGP,702,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,0,Total,Units,%,Estimated value,,,15 years old
Singapore,SG,SGP,702,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,0,Total,Units,%,Estimated value,,,15 years old
Singapore,SG,SGP,702,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,0,Total,Units,%,Estimated value,,,15 years old
Singapore,SG,SGP,702,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,28,Total,Units,%,Estimated value,,,15 years old
Singapore,SG,SGP,702,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,58,Total,Units,%,Estimated value,,,15 years old
Singapore,SG,SGP,702,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,80,Total,Units,%,Estimated value,,,15 years old
Singapore,SG,SGP,702,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,88,Total,Units,%,Estimated value,,,15 years old
Singapore,SG,SGP,702,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,71,Total,Units,%,Estimated value,,,15 years old
Singapore,SG,SGP,702,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,69,Total,Units,%,Estimated value,,,15 years old
Slovakia,SK,SVK,703,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,14,Total,Units,%,Estimated value,,,15 years old
Slovakia,SK,SVK,703,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,10,Total,Units,%,Estimated value,,,15 years old
Slovenia,SI,SVN,705,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2010,44,Total,Units,%,Estimated value,,,15 years old
Slovenia,SI,SVN,705,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2011,46,Total,Units,%,Estimated value,,,15 years old
Slovenia,SI,SVN,705,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,50,Total,Units,%,Estimated value,,,15 years old
Slovenia,SI,SVN,705,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,38,Total,Units,%,Estimated value,,,15 years old
Slovenia,SI,SVN,705,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,43,Total,Units,%,Estimated value,,,15 years old
Slovenia,SI,SVN,705,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,40,Total,Units,%,Estimated value,,,15 years old
Slovenia,SI,SVN,705,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,41,Total,Units,%,Estimated value,,,15 years old
Slovenia,SI,SVN,705,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,43,Total,Units,%,Estimated value,,,15 years old
Slovenia,SI,SVN,705,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,45,Total,Units,%,Estimated value,,,15 years old
Slovenia,SI,SVN,705,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,52,Total,Units,%,Estimated value,,,15 years old
Slovenia,SI,SVN,705,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,54,Total,Units,%,Estimated value,,,15 years old
Slovenia,SI,SVN,705,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,38,Total,Units,%,Estimated value,,,15 years old
Slovenia,SI,SVN,705,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,45,Total,Units,%,Estimated value,,,15 years old
Slovenia,SI,SVN,705,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,45,Total,Units,%,Estimated value,,,15 years old
Solomon Islands,SB,SLB,90,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,19,Total,Units,%,Estimated value,,,15 years old
Solomon Islands,SB,SLB,90,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,7,Total,Units,%,Estimated value,,,15 years old
Solomon Islands,SB,SLB,90,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,69,Total,Units,%,Estimated value,,,15 years old
South Africa,ZA,ZAF,710,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,68,Total,Units,%,Estimated value,,,15 years old
South Africa,ZA,ZAF,710,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,63,Total,Units,%,Estimated value,,,15 years old
South Africa,ZA,ZAF,710,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,63,Total,Units,%,Estimated value,,,15 years old
South Africa,ZA,ZAF,710,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,56,Total,Units,%,Estimated value,,,15 years old
South Africa,ZA,ZAF,710,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,43,Total,Units,%,Estimated value,,,15 years old
South Africa,ZA,ZAF,710,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,43,Total,Units,%,Estimated value,,,15 years old
South Africa,ZA,ZAF,710,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,0,Total,Units,%,Estimated value,,,15 years old
South Africa,ZA,ZAF,710,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,35,Total,Units,%,Estimated value,,,15 years old
South Africa,ZA,ZAF,710,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,47,Total,Units,%,Estimated value,,,15 years old
South Africa,ZA,ZAF,710,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,72,Total,Units,%,Estimated value,,,15 years old
Spain,ES,ESP,724,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2010,62,Total,Units,%,Estimated value,,,15 years old
Spain,ES,ESP,724,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2011,66,Total,Units,%,Estimated value,,,15 years old
Spain,ES,ESP,724,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,71,Total,Units,%,Estimated value,,,15 years old
Spain,ES,ESP,724,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,73,Total,Units,%,Estimated value,,,15 years old
Spain,ES,ESP,724,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,72,Total,Units,%,Estimated value,,,15 years old
Spain,ES,ESP,724,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,79,Total,Units,%,Estimated value,,,15 years old
Spain,ES,ESP,724,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,82,Total,Units,%,Estimated value,,,15 years old
Spain,ES,ESP,724,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,87,Total,Units,%,Estimated value,,,15 years old
Spain,ES,ESP,724,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,73,Total,Units,%,Estimated value,,,15 years old
Spain,ES,ESP,724,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,79,Total,Units,%,Estimated value,,,15 years old
Spain,ES,ESP,724,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,79,Total,Units,%,Estimated value,,,15 years old
Spain,ES,ESP,724,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,77,Total,Units,%,Estimated value,,,15 years old
Spain,ES,ESP,724,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,81,Total,Units,%,Estimated value,,,15 years old
Spain,ES,ESP,724,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,75,Total,Units,%,Estimated value,,,15 years old
Sri Lanka,LK,LKA,144,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,55,Total,Units,%,Estimated value,,,15 years old
Sri Lanka,LK,LKA,144,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,82,Total,Units,%,Estimated value,,,15 years old
Sri Lanka,LK,LKA,144,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,50,Total,Units,%,Estimated value,,,15 years old
Sri Lanka,LK,LKA,144,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,45,Total,Units,%,Estimated value,,,15 years old
Sri Lanka,LK,LKA,144,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,67,Total,Units,%,Estimated value,,,15 years old
Sri Lanka,LK,LKA,144,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,25,Total,Units,%,Estimated value,,,15 years old
Suriname,SR,SUR,740,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,36,Total,Units,%,Estimated value,,,15 years old
Suriname,SR,SUR,740,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,62,Total,Units,%,Estimated value,,,15 years old
Suriname,SR,SUR,740,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,34,Total,Units,%,Estimated value,,,15 years old
Suriname,SR,SUR,740,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,55,Total,Units,%,Estimated value,,,15 years old
Suriname,SR,SUR,740,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,55,Total,Units,%,Estimated value,,,15 years old
Suriname,SR,SUR,740,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,36,Total,Units,%,Estimated value,,,15 years old
Suriname,SR,SUR,740,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,4,Total,Units,%,Estimated value,,,15 years old
Suriname,SR,SUR,740,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,2,Total,Units,%,Estimated value,,,15 years old
Suriname,SR,SUR,740,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,2,Total,Units,%,Estimated value,,,15 years old
Suriname,SR,SUR,740,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,0,Total,Units,%,Estimated value,,,15 years old
Sweden,SE,SWE,752,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,73,Total,Units,%,Estimated value,,,15 years old
Sweden,SE,SWE,752,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,72,Total,Units,%,Estimated value,,,15 years old
Sweden,SE,SWE,752,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,75,Total,Units,%,Estimated value,,,15 years old
Sweden,SE,SWE,752,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,80,Total,Units,%,Estimated value,,,15 years old
Sweden,SE,SWE,752,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,82,Total,Units,%,Estimated value,,,15 years old
Sweden,SE,SWE,752,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,83,Total,Units,%,Estimated value,,,15 years old
Sweden,SE,SWE,752,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,88,Total,Units,%,Estimated value,,,15 years old
Sweden,SE,SWE,752,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,88,Total,Units,%,Estimated value,,,15 years old
Switzerland,CH,CHE,756,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2010,20,Total,Units,%,Estimated value,,,15 years old
Switzerland,CH,CHE,756,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2011,51,Total,Units,%,Estimated value,,,15 years old
Switzerland,CH,CHE,756,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,51,Total,Units,%,Estimated value,,,15 years old
Switzerland,CH,CHE,756,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,51,Total,Units,%,Estimated value,,,15 years old
Switzerland,CH,CHE,756,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,56,Total,Units,%,Estimated value,,,15 years old
Switzerland,CH,CHE,756,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,56,Total,Units,%,Estimated value,,,15 years old
Switzerland,CH,CHE,756,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,56,Total,Units,%,Estimated value,,,15 years old
Switzerland,CH,CHE,756,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,59,Total,Units,%,Estimated value,,,15 years old
Switzerland,CH,CHE,756,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,59,Total,Units,%,Estimated value,,,15 years old
Switzerland,CH,CHE,756,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,59,Total,Units,%,Estimated value,,,15 years old
Switzerland,CH,CHE,756,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,63,Total,Units,%,Estimated value,,,15 years old
Switzerland,CH,CHE,756,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,71,Total,Units,%,Estimated value,,,15 years old
Switzerland,CH,CHE,756,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,71,Total,Units,%,Estimated value,,,15 years old
Switzerland,CH,CHE,756,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,70,Total,Units,%,Estimated value,,,15 years old
Thailand,TH,THA,764,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,70,Total,Units,%,Estimated value,,,15 years old
Thailand,TH,THA,764,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,30,Total,Units,%,Estimated value,,,15 years old
Thailand,TH,THA,764,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,0,Total,Units,%,Estimated value,,,15 years old
Thailand,TH,THA,764,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,0,Total,Units,%,Estimated value,,,15 years old
Thailand,TH,THA,764,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,0,Total,Units,%,Estimated value,,,15 years old
Thailand,TH,THA,764,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,8,Total,Units,%,Estimated value,,,15 years old
Togo,TG,TGO,768,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,46,Total,Units,%,Estimated value,,,15 years old
Tonga,TO,TON,776,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,20,Total,Units,%,Estimated value,,,15 years old
Tonga,TO,TON,776,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,30,Total,Units,%,Estimated value,,,15 years old
Trinidad and Tobago,TT,TTO,780,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,7,Total,Units,%,Estimated value,,,15 years old
Trinidad and Tobago,TT,TTO,780,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,6,Total,Units,%,Estimated value,,,15 years old
Trinidad and Tobago,TT,TTO,780,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,6,Total,Units,%,Estimated value,,,15 years old
Trinidad and Tobago,TT,TTO,780,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,12,Total,Units,%,Estimated value,,,15 years old
Trinidad and Tobago,TT,TTO,780,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,13,Total,Units,%,Estimated value,,,15 years old
Trinidad and Tobago,TT,TTO,780,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,8,Total,Units,%,Estimated value,,,15 years old
Trinidad and Tobago,TT,TTO,780,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,8,Total,Units,%,Estimated value,,,15 years old
Trinidad and Tobago,TT,TTO,780,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,8,Total,Units,%,Estimated value,,,15 years old
Trinidad and Tobago,TT,TTO,780,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,8,Total,Units,%,Estimated value,,,15 years old
Turkmenistan,TM,TKM,795,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,91,Total,Units,%,Estimated value,,,15 years old
Turkmenistan,TM,TKM,795,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,99,Total,Units,%,Estimated value,,,15 years old
Turkmenistan,TM,TKM,795,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,99,Total,Units,%,Estimated value,,,15 years old
Turkmenistan,TM,TKM,795,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,99,Total,Units,%,Estimated value,,,15 years old
Turkmenistan,TM,TKM,795,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,99,Total,Units,%,Estimated value,,,15 years old
Turkmenistan,TM,TKM,795,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,99,Total,Units,%,Estimated value,,,15 years old
Turkmenistan,TM,TKM,795,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,99,Total,Units,%,Estimated value,,,15 years old
Tuvalu,TV,TUV,798,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,27,Total,Units,%,Estimated value,,,15 years old
Tuvalu,TV,TUV,798,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,80,Total,Units,%,Estimated value,,,15 years old
Tuvalu,TV,TUV,798,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,84,Total,Units,%,Estimated value,,,15 years old
Uganda,UG,UGA,800,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,30,Total,Units,%,Estimated value,,,15 years old
Uganda,UG,UGA,800,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,57,Total,Units,%,Estimated value,,,15 years old
Uganda,UG,UGA,800,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,75,Total,Units,%,Estimated value,,,15 years old
Uganda,UG,UGA,800,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,65,Total,Units,%,Estimated value,,,15 years old
Uganda,UG,UGA,800,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,31,Total,Units,%,Estimated value,,,15 years old
Uganda,UG,UGA,800,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,45,Total,Units,%,Estimated value,,,15 years old
Uganda,UG,UGA,800,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,68,Total,Units,%,Estimated value,,,15 years old
Uganda,UG,UGA,800,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,98,Total,Units,%,Estimated value,,,15 years old
United Arab Emirates,AE,ARE,784,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,33,Total,Units,%,Estimated value,,,15 years old
